61.524, 33.994, 85.314
61.685, 35.988, 82.283
61.865, 37.98, 79.136
62.067, 39.969, 75.859
62.296, 41.956, 72.433
62.554, 43.939, 68.837
62.843, 45.918, 65.043
63.163, 47.892, 61.013
63.522, 49.86, 56.697
63.917, 51.821, 52.025
64.344, 53.774, 46.89
64.8, 55.721, 41.118
65.298, 57.659, 34.39
65.83, 59.586, 25.975
66.574, 62.136, 0
66.574, 62.136, 0
72.175, 81.336, 0
endData
127
100
200
-61.059, -6.258, -53.924, -14.74, -50.827, -16.759, -46.788, -23.222
-46.788, -23.222, -42.749, -29.684, -34.402, -20.26, -23.631, -24.029
-23.631, -24.029, -14.88, -31.569, 20.664, -53.38, 0.334, -59.438
0.334, -59.438, -20.669, -52.303, -14.207, -56.476, -23.092, -46.648
-23.092, -46.648, -41.133, -46.177, -41.133, -46.177, -59.174, -45.706
-59.174, -45.706, -63.483, -52.168, -57.828, -56.476, -47.327, -59.304
-47.327, -59.304, -38.979, -65.901, -50.692, -60.246, -59.04, -63.208
-59.04, -63.208, -67.387, -66.17, -53.116, -20.596, -47.192, 22.015
-47.192, 22.015, -36.69, 34.806, -35.344, 22.352, -24.035, 23.496
-24.035, 23.496, 8.547, 41.268, 19.587, 48.808, 0.199, 59.04
0.199, 59.04, -18.65, 56.616, -11.245, 52.981, -23.496, 47.192
-23.496, 47.192, -36.421, 45.038, -46.923, 39.383, -61.194, 50.423
-61.194, 50.423, -64.964, 66.849, -52.039, 54.597, -42.884, 58.77
-42.884, 58.77, -33.729, 62.944, -49.615, 59.04, -57.693, 62.81
-57.693, 62.81, -65.771, 66.579, -18.111, 20.13, 22.818, -24.433
22.818, -24.433, 30.492, -24.299, 30.492, -24.299, 38.166, -24.164
38.166, -24.164, 44.09, -13.124, 38.974, -12.316, 46.783, 0.609
46.783, 0.609, 54.591, 13.533, 35.406, -23.289, 23.491, -46.917
23.491, -46.917, 11.576, -70.546, 35.743, -46.648, 47.994, -46.379
47.994, -46.379, 60.246, -46.109, 53.918, -52.707, 59.842, -59.034
59.842, -59.034, 65.766, -65.362, 47.052, -33.05, 34.262, -7.066
34.262, -7.066, 71.959, 10.975, 54.726, 23.631, 66.574, 62.136
